PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
BARTELME (MARY),542,PLAYGROUND,OUTDOOR,1170366.2785100001,1899552.90729,"{'latitude': '41.879863', 'longitude': '-87.649897', 'needs_recoding': False}"
BARTELME (MARY),542,DOG FRIENDLY AREA,OUTDOOR,1170340.2723300001,1899409.60705,"{'latitude': '41.87947', 'longitude': '-87.649996', 'needs_recoding': False}"
BAULER (MATHIAS),365,PLAYGROUND,OUTDOOR,1172531.0589600001,1912827.6720799999,"{'latitude': '41.916242', 'longitude': '-87.641555', 'needs_recoding': False}"
BEEHIVE,328,PLAYGROUND PARK,OUTDOOR,1186524.7957299999,1864226.2289199999,"{'latitude': '41.782556', 'longitude': '-87.591686', 'needs_recoding': False}"
BEILFUSS (A.W.),1003,BASEBALL JR/SOFTBALL,OUTDOOR,1150427.3561199999,1911343.11008,"{'latitude': '41.912628', 'longitude': '-87.722802', 'needs_recoding': False}"
BEILFUSS (A.W.),1003,PLAYGROUND,OUTDOOR,1150226.7453000001,1911267.5311700001,"{'latitude': '41.912425', 'longitude': '-87.723541', 'needs_recoding': False}"
"BELL (GEORGE,JR.)",121,BASKETBALL COURT,OUTDOOR,1130452.7658200001,1919409.45386,"{'latitude': '41.93513', 'longitude': '-87.795999', 'needs_recoding': False}"
"BELL (GEORGE,JR.)",121,BASEBALL JR/SOFTBALL,OUTDOOR,1130307.1086299999,1919756.48499,"{'latitude': '41.936085', 'longitude': '-87.796526', 'needs_recoding': False}"
"BELL (GEORGE,JR.)",121,BASEBALL JR/SOFTBALL,OUTDOOR,1130460.72545,1919625.95047,"{'latitude': '41.935724', 'longitude': '-87.795965', 'needs_recoding': False}"
"BELL (GEORGE,JR.)",121,PLAYGROUND,OUTDOOR,1130340.5380200001,1919400.69863,"{'latitude': '41.935108', 'longitude': '-87.796412', 'needs_recoding': False}"
"BELL (GEORGE,JR.)",121,SPRAY FEATURE,OUTDOOR,1130421.7242099999,1919270.96004,"{'latitude': '41.934751', 'longitude': '-87.796116', 'needs_recoding': False}"
"BELL (GEORGE,JR.)",121,TENNIS COURT,OUTDOOR,1130472.6643999999,1919313.94093,"{'latitude': '41.934868', 'longitude': '-87.795928', 'needs_recoding': False}"
"BELL (GEORGE,JR.)",121,TENNIS COURT,OUTDOOR,1130323.0272299999,1919306.7775600001,"{'latitude': '41.934851', 'longitude': '-87.796478', 'needs_recoding': False}"
"BELL (GEORGE,JR.)",121,VOLLEYBALL,OUTDOOR,1130471.0725400001,1919520.0901200001,"{'latitude': '41.935433', 'longitude': '-87.795929', 'needs_recoding': False}"
BERGER (ALBERT),1255,CULTURAL CENTER,SPECIAL,1168609.09042,1941446.26018,"{'latitude': '41.994858', 'longitude': '-87.655132', 'needs_recoding': False}"
BERGER (ALBERT),1255,GALLERY,SPECIAL,1168599.0953599999,1941446.26018,"{'latitude': '41.994858', 'longitude': '-87.655169', 'needs_recoding': False}"
BERGER (ALBERT),1255,PLAYGROUND,OUTDOOR,1168656.1264200001,1941687.90766,"{'latitude': '41.99552', 'longitude': '-87.654952', 'needs_recoding': False}"
BESSEMER (HENRY),12,ARTIFICIAL TURF FIELD,OUTDOOR,1196446.9750399999,1845686.7204,"{'latitude': '41.731441', 'longitude': '-87.555923', 'needs_recoding': False}"
BESSEMER (HENRY),12,BASKETBALL COURT,OUTDOOR,1196083.7789100001,1846379.11928,"{'latitude': '41.73335', 'longitude': '-87.557231', 'needs_recoding': False}"
BESSEMER (HENRY),12,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1196090.0348,1846031.04583,"{'latitude': '41.732395', 'longitude': '-87.557219', 'needs_recoding': False}"
BESSEMER (HENRY),12,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1195928.4698399999,1846364.7131399999,"{'latitude': '41.733315', 'longitude': '-87.5578', 'needs_recoding': False}"
BESSEMER (HENRY),12,GARDEN,OUTDOOR,1195582.34094,1846363.5228500001,"{'latitude': '41.73332', 'longitude': '-87.559068', 'needs_recoding': False}"
BESSEMER (HENRY),12,GYMNASIUM,INDOOR,1196227.7130100001,1846281.2710500001,"{'latitude': '41.733078', 'longitude': '-87.556707', 'needs_recoding': False}"
BESSEMER (HENRY),12,HANDBALL/RACQUET (OUT),OUTDOOR,1195778.2870700001,1846380.8348300001,"{'latitude': '41.733363', 'longitude': '-87.55835', 'needs_recoding': False}"
BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,1196235.63983,1845723.5054299999,"{'latitude': '41.731547', 'longitude': '-87.556696', 'needs_recoding': False}"
BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,1196221.7507499999,1845963.0889399999,"{'latitude': '41.732205', 'longitude': '-87.556739', 'needs_recoding': False}"
BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,1195990.8479899999,1846140.1722500001,"{'latitude': '41.732697', 'longitude': '-87.557579', 'needs_recoding': False}"
BESSEMER (HENRY),12,BASEBALL JR/SOFTBALL,OUTDOOR,1195785.9868600001,1846122.81106,"{'latitude': '41.732654', 'longitude': '-87.55833', 'needs_recoding': False}"
BESSEMER (HENRY),12,POOL (OUTDOOR),OUTDOOR,1196404.0358200001,1846305.7644400001,"{'latitude': '41.733141', 'longitude': '-87.55606', 'needs_recoding': False}"
BESSEMER (HENRY),12,PLAYGROUND,OUTDOOR,1196378.9876399999,1846019.5012300001,"{'latitude': '41.732356', 'longitude': '-87.556161', 'needs_recoding': False}"
BESSEMER (HENRY),12,SPRAY FEATURE,OUTDOOR,1196434.45111,1845890.6829200001,"{'latitude': '41.732001', 'longitude': '-87.555962', 'needs_recoding': False}"
BESSEMER (HENRY),12,BASEBALL SR,OUTDOOR,1196031.8935199999,1845806.5931899999,"{'latitude': '41.73178', 'longitude': '-87.55744', 'needs_recoding': False}"
BESSEMER (HENRY),12,BASEBALL SR,OUTDOOR,1195919.17753,1845928.25502,"{'latitude': '41.732117', 'longitude': '-87.557848', 'needs_recoding': False}"
BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,1196378.9876399999,1845570.4260100001,"{'latitude': '41.731124', 'longitude': '-87.556176', 'needs_recoding': False}"
BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,1196472.02321,1845572.21505,"{'latitude': '41.731126', 'longitude': '-87.555835', 'needs_recoding': False}"
BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,1196425.50526,1845572.21505,"{'latitude': '41.731128', 'longitude': '-87.556005', 'needs_recoding': False}"
BESSEMER (HENRY),12,TENNIS COURT,OUTDOOR,1196330.68065,1845570.4260100001,"{'latitude': '41.731125', 'longitude': '-87.556353', 'needs_recoding': False}"
BESSEMER (HENRY),12,TRACK,OUTDOOR,1195940.6473099999,1846423.8478600001,"{'latitude': '41.733477', 'longitude': '-87.557753', 'needs_recoding': False}"
BEVERLY,254,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1161415.01721,1836882.1021799999,"{'latitude': '41.708077', 'longitude': '-87.684501', 'needs_recoding': False}"
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161561.6291199999,1836688.0720599999,"{'latitude': '41.707541', 'longitude': '-87.68397', 'needs_recoding': False}"
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161545.1409700001,1837037.62057,"{'latitude': '41.708501', 'longitude': '-87.684021', 'needs_recoding': False}"
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161477.53972,1837194.25773,"{'latitude': '41.708932', 'longitude': '-87.684264', 'needs_recoding': False}"
BEVERLY,254,BASEBALL JR/SOFTBALL,OUTDOOR,1161271.4380999999,1837037.62057,"{'latitude': '41.708506', 'longitude': '-87.685023', 'needs_recoding': False}"
BEVERLY,254,PLAYGROUND,OUTDOOR,1161266.49159,1837436.63323,"{'latitude': '41.709601', 'longitude': '-87.68503', 'needs_recoding': False}"
BEVERLY,254,VOLLEYBALL (SAND),OUTDOOR,1161480.54956,1837355.6501199999,"{'latitude': '41.709375', 'longitude': '-87.684248', 'needs_recoding': False}"
BEVERLY,254,SPRAY FEATURE,OUTDOOR,1161238.4617900001,1837497.63934,"{'latitude': '41.709769', 'longitude': '-87.685131', 'needs_recoding': False}"
BEVERLY,254,BASEBALL SR,OUTDOOR,1161307.7119799999,1836653.44713,"{'latitude': '41.707451', 'longitude': '-87.684901', 'needs_recoding': False}"
BEVERLY,254,TENNIS COURT,OUTDOOR,1161606.14708,1836378.0953200001,"{'latitude': '41.70669', 'longitude': '-87.683815', 'needs_recoding': False}"
BEVERLY,254,TENNIS COURT,OUTDOOR,1161652.3139800001,1836379.74394,"{'latitude': '41.706693', 'longitude': '-87.683646', 'needs_recoding': False}"
BEVERLY,254,TENNIS COURT,OUTDOOR,1161650.66503,1836500.10721,"{'latitude': '41.707023', 'longitude': '-87.683649', 'needs_recoding': False}"
BEVERLY,254,TENNIS COURT,OUTDOOR,1161601.20089,1836498.4585899999,"{'latitude': '41.70702', 'longitude': '-87.68383', 'needs_recoding': False}"
BEVERLY,254,VOLLEYBALL,OUTDOOR,1161601.4220199999,1837414.9872699999,"{'latitude': '41.709535', 'longitude': '-87.683804', 'needs_recoding': False}"
BIRCH,322,PLAYGROUND PARK,OUTDOOR,1180006.5495800001,1875204.8083500001,"{'latitude': '41.812834', 'longitude': '-87.615247', 'needs_recoding': False}"
BIXLER (RAY),1083,PLAYGROUND PARK,OUTDOOR,1186159.5868200001,1867632.8779500001,"{'latitude': '41.791912', 'longitude': '-87.592917', 'needs_recoding': False}"
BIXLER (RAY),1083,SPRAY FEATURE,OUTDOOR,1186202.58608,1867655.72141,"{'latitude': '41.791974', 'longitude': '-87.592759', 'needs_recoding': False}"
BLACKHAWK,122,BASKETBALL COURT,OUTDOOR,1142389.1258,1915240.18169,"{'latitude': '41.923476', 'longitude': '-87.752236', 'needs_recoding': False}"
BLACKHAWK,122,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1142161.5652300001,1915079.7459799999,"{'latitude': '41.92304', 'longitude': '-87.753076', 'needs_recoding': False}"
BLACKHAWK,122,GYMNASIUM,INDOOR,1142455.13518,1915015.49972,"{'latitude': '41.922858', 'longitude': '-87.751999', 'needs_recoding': False}"
BLACKHAWK,122,POOL (INDOOR),INDOOR,1142400.70419,1915013.7152799999,"{'latitude': '41.922854', 'longitude': '-87.752199', 'needs_recoding': False}"
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142108.22052,1914907.45893,"{'latitude': '41.922568', 'longitude': '-87.753276', 'needs_recoding': False}"
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142281.85436,1915063.8204900001,"{'latitude': '41.922994', 'longitude': '-87.752634', 'needs_recoding': False}"
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142099.12999,1915221.9999599999,"{'latitude': '41.923431', 'longitude': '-87.753302', 'needs_recoding': False}"
BLACKHAWK,122,PLAYGROUND,OUTDOOR,1142511.8512800001,1915129.2741,"{'latitude': '41.923169', 'longitude': '-87.751788', 'needs_recoding': False}"
BLACKHAWK,122,SPRAY FEATURE,OUTDOOR,1142412.7615799999,1915107.4562299999,"{'latitude': '41.923111', 'longitude': '-87.752152', 'needs_recoding': False}"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142434.5794500001,1915242.9087199999,"{'latitude': '41.923482', 'longitude': '-87.752069', 'needs_recoding': False}"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142477.3063999999,1915242.9087199999,"{'latitude': '41.923481', 'longitude': '-87.751912', 'needs_recoding': False}"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142526.39652,1915243.8178300001,"{'latitude': '41.923483', 'longitude': '-87.751731', 'needs_recoding': False}"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142568.2140299999,1915245.63607,"{'latitude': '41.923487', 'longitude': '-87.751578', 'needs_recoding': False}"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142612.7588800001,1915247.4543099999,"{'latitude': '41.923491', 'longitude': '-87.751414', 'needs_recoding': False}"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL COURT,OUTDOOR,1165066.8396300001,1827641.52257,"{'latitude': '41.682643', 'longitude': '-87.671388', 'needs_recoding': False}"
"BLACKWELDER (I.S., GERTRUDE)",373,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1165232.2097100001,1828136.94677,"{'latitude': '41.683999', 'longitude': '-87.670769', 'needs_recoding': False}"
"BLACKWELDER (I.S., GERTRUDE)",373,BASEBALL JR/SOFTBALL,OUTDOOR,1165116.3451100001,1827945.3067399999,"{'latitude': '41.683475', 'longitude': '-87.671198', 'needs_recoding': False}"
"BLACKWELDER (I.S., GERTRUDE)",373,PLAYGROUND,OUTDOOR,1165189.4785,1827794.5396499999,"{'latitude': '41.68306', 'longitude': '-87.670935', 'needs_recoding': False}"
BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,1151577.8794100001,1851280.20101,"{'latitude': '41.747785', 'longitude': '-87.72015', 'needs_recoding': False}"
BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,1151507.2246900001,1851297.2488800001,"{'latitude': '41.747833', 'longitude': '-87.720409', 'needs_recoding': False}"
BOGAN (WILLIAM),264,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1151408.93781,1850917.4140099999,"{'latitude': '41.746793', 'longitude': '-87.720779', 'needs_recoding': False}"
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151358.6433000001,1851139.5113299999,"{'latitude': '41.747404', 'longitude': '-87.720957', 'needs_recoding': False}"
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151571.95685,1851135.4608100001,"{'latitude': '41.747388', 'longitude': '-87.720176', 'needs_recoding': False}"
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151607.05914,1850870.8438899999,"{'latitude': '41.746661', 'longitude': '-87.720054', 'needs_recoding': False}"
BOGAN (WILLIAM),264,PLAYGROUND,OUTDOOR,1151711.0159499999,1850480.66882,"{'latitude': '41.745589', 'longitude': '-87.719683', 'needs_recoding': False}"
BOGAN (WILLIAM),264,BASEBALL SR,OUTDOOR,1151393.7455899999,1850646.72951,"{'latitude': '41.746051', 'longitude': '-87.720842', 'needs_recoding': False}"
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151203.3831100001,1851032.85439,"{'latitude': '41.747114', 'longitude': '-87.721529', 'needs_recoding': False}"
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151200.68298,1851148.9617699999,"{'latitude': '41.747433', 'longitude': '-87.721536', 'needs_recoding': False}"
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151229.0349600001,1851271.8197900001,"{'latitude': '41.747769', 'longitude': '-87.721429', 'needs_recoding': False}"
"BOLER (LEO ROSCOE, SR.)",496,PLAYGROUND,OUTDOOR,1151926.9125000001,1895821.5669799999,"{'latitude': '41.870006', 'longitude': '-87.717702', 'needs_recoding': False}"
BOSLEY (WILLIAM),1024,BASKETBALL COURT,OUTDOOR,1169392.13643,1884701.36317,"{'latitude': '41.83913', 'longitude': '-87.653905', 'needs_recoding': False}"
BOSLEY (WILLIAM),1024,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169291.9607800001,1884901.8719599999,"{'latitude': '41.839682', 'longitude': '-87.654267', 'needs_recoding': False}"
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR,1169478.95318,1884693.45899,"{'latitude': '41.839106', 'longitude': '-87.653587', 'needs_recoding': False}"
BOSLEY (WILLIAM),1024,BASEBALL JR/SOFTBALL,OUTDOOR,1169335.3901500001,1884777.9706300001,"{'latitude': '41.839341', 'longitude': '-87.654111', 'needs_recoding': False}"
BOSLEY (WILLIAM),1024,PLAYGROUND,OUTDOOR,1169526.4357,1884517.8838800001,"{'latitude': '41.838623', 'longitude': '-87.653418', 'needs_recoding': False}"
BURNHAM (DANIEL),27,BOAT SLIPS,OUTDOOR,1180669.62044,1893396.7535900001,"{'latitude': '41.862738', 'longitude': '-87.612255', 'needs_recoding': False}"
BURNHAM (DANIEL),27,BOAT LAUNCH MOTORIZED,OUTDOOR,1180628.25602,1892544.8471599999,"{'latitude': '41.860402', 'longitude': '-87.612433', 'needs_recoding': False}"
CALUMET,11,GYMNASTIC CENTER,INDOOR,1203510.29391,1840751.5573700001,"{'latitude': '41.717721', 'longitude': '-87.530217', 'needs_recoding': False}"
FIELD (EUGENE),41,CULTURAL CENTER,SPECIAL,1150420.21801,1933714.45839,"{'latitude': '41.974017', 'longitude': '-87.722242', 'needs_recoding': False}"
INDIAN BOUNDARY,165,CULTURAL CENTER,SPECIAL,1158415.1426299999,1946511.2657999999,"{'latitude': '42.008972', 'longitude': '-87.692491', 'needs_recoding': False}"
LEONE (SAM) BEACH,1013,BOAT LAUNCH NON-MOTORIZED,OUTDOOR,1166631.4631399999,1948045.0478399999,"{'latitude': '42.013008', 'longitude': '-87.662216', 'needs_recoding': False}"
BOSLEY (WILLIAM),1024,SPRAY FEATURE,OUTDOOR,1169579.39885,1884444.11369,"{'latitude': '41.83842', 'longitude': '-87.653225', 'needs_recoding': False}"
BOSWELL (ARNITA YOUNG),340,PLAYGROUND PARK,OUTDOOR,1184612.01544,1860999.8039500001,"{'latitude': '41.773747', 'longitude': '-87.598799', 'needs_recoding': False}"
BRADLEY (JOSEPHINE),1004,BASKETBALL COURT,OUTDOOR,1194191.9231100001,1840725.95276,"{'latitude': '41.717884', 'longitude': '-87.564346', 'needs_recoding': False}"
BRADLEY (JOSEPHINE),1004,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1194381.8577699999,1840835.31048,"{'latitude': '41.718179', 'longitude': '-87.563647', 'needs_recoding': False}"
BRADLEY (JOSEPHINE),1004,BASEBALL JR/SOFTBALL,OUTDOOR,1194342.3772100001,1840699.5574700001,"{'latitude': '41.717808', 'longitude': '-87.563796', 'needs_recoding': False}"
BRADLEY (JOSEPHINE),1004,BASEBALL JR/SOFTBALL,OUTDOOR,1194489.3116299999,1840886.9649100001,"{'latitude': '41.718319', 'longitude': '-87.563252', 'needs_recoding': False}"
BRADLEY (JOSEPHINE),1004,PLAYGROUND,OUTDOOR,1194199.84173,1840857.92986,"{'latitude': '41.718246', 'longitude': '-87.564313', 'needs_recoding': False}"
BRADLEY (JOSEPHINE),1004,TENNIS COURT,OUTDOOR,1194340.6173700001,1840999.5854199999,"{'latitude': '41.718631', 'longitude': '-87.563793', 'needs_recoding': False}"
BRADLEY (JOSEPHINE),1004,TENNIS COURT,OUTDOOR,1194392.5283600001,1841002.2248500001,"{'latitude': '41.718637', 'longitude': '-87.563602', 'needs_recoding': False}"
BRAINERD,177,BASKETBALL COURT,OUTDOOR,1169478.0388199999,1844314.2500499999,"{'latitude': '41.728301', 'longitude': '-87.65476', 'needs_recoding': False}"
BRAINERD,177,BASKETBALL COURT,OUTDOOR,1169521.48591,1844315.1017499999,"{'latitude': '41.728302', 'longitude': '-87.6546', 'needs_recoding': False}"
BRAINERD,177,BASKETBALL COURT,OUTDOOR,1169461.7461999999,1844160.80482,"{'latitude': '41.72788', 'longitude': '-87.654824', 'needs_recoding': False}"
BRAINERD,177,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169745.9149199999,1844098.8521799999,"{'latitude': '41.727704', 'longitude': '-87.653784', 'needs_recoding': False}"
BRAINERD,177,GYMNASIUM,INDOOR,1169437.6218999999,1843924.71572,"{'latitude': '41.727233', 'longitude': '-87.654919', 'needs_recoding': False}"
BRAINERD,177,BASEBALL JR/SOFTBALL,OUTDOOR,1169614.7160400001,1844354.5061999999,"{'latitude': '41.728408', 'longitude': '-87.654258', 'needs_recoding': False}"
BRAINERD,177,BASEBALL JR/SOFTBALL,OUTDOOR,1169855.48557,1843854.8648099999,"{'latitude': '41.727032', 'longitude': '-87.65339', 'needs_recoding': False}"
BRAINERD,177,PLAYGROUND,OUTDOOR,1169349.5079000001,1844099.25474,"{'latitude': '41.727714', 'longitude': '-87.655237', 'needs_recoding': False}"
BRAINERD,177,SPRAY FEATURE,OUTDOOR,1169395.6702099999,1844113.737,"{'latitude': '41.727753', 'longitude': '-87.655067', 'needs_recoding': False}"
BRAINERD,177,BASEBALL SR,OUTDOOR,1169634.6293800001,1843854.8648099999,"{'latitude': '41.727037', 'longitude': '-87.654199', 'needs_recoding': False}"
BRAINERD,177,BASEBALL SR,OUTDOOR,1169823.8051799999,1844342.7394900001,"{'latitude': '41.728372', 'longitude': '-87.653492', 'needs_recoding': False}"
BRAINERD,177,TENNIS COURT,OUTDOOR,1169383.9035100001,1844314.6798400001,"{'latitude': '41.728304', 'longitude': '-87.655104', 'needs_recoding': False}"
BRAINERD,177,TENNIS COURT,OUTDOOR,1169431.8761799999,1844314.6798400001,"{'latitude': '41.728303', 'longitude': '-87.654929', 'needs_recoding': False}"
BRAINERD,177,TENNIS COURT,OUTDOOR,1169339.5512300001,1844311.96429,"{'latitude': '41.728298', 'longitude': '-87.655267', 'needs_recoding': False}"
BRANDS,187,BASKETBALL COURT,OUTDOOR,1156544.1782,1921954.4563200001,"{'latitude': '41.941625', 'longitude': '-87.700042', 'needs_recoding': False}"
BRANDS,187,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1156759.78144,1921796.1866200001,"{'latitude': '41.941186', 'longitude': '-87.699254', 'needs_recoding': False}"
BRANDS,187,GYMNASIUM,INDOOR,1156500.10381,1921853.6724,"{'latitude': '41.941349', 'longitude': '-87.700207', 'needs_recoding': False}"
BRANDS,187,BASEBALL JR/SOFTBALL,OUTDOOR,1156624.95888,1921656.57699,"{'latitude': '41.940806', 'longitude': '-87.699754', 'needs_recoding': False}"
BRANDS,187,BASEBALL JR/SOFTBALL,OUTDOOR,1156907.6919100001,1921670.7134400001,"{'latitude': '41.940839', 'longitude': '-87.698714', 'needs_recoding': False}"
BRANDS,187,PLAYGROUND,OUTDOOR,1156505.80721,1921711.10378,"{'latitude': '41.940958', 'longitude': '-87.70019', 'needs_recoding': False}"
BRANDS,187,BASEBALL SR,OUTDOOR,1156885.4770599999,1921943.34873,"{'latitude': '41.941588', 'longitude': '-87.698788', 'needs_recoding': False}"
BRANDS,187,TENNIS COURT,OUTDOOR,1156674.43713,1921946.3782500001,"{'latitude': '41.9416', 'longitude': '-87.699564', 'needs_recoding': False}"
BRANDS,187,TENNIS COURT,OUTDOOR,1156627.9883999999,1921946.3782500001,"{'latitude': '41.941601', 'longitude': '-87.699735', 'needs_recoding': False}"
BRIGHTON,426,BASKETBALL COURT,OUTDOOR,1157356.4748,1881197.39249,"{'latitude': '41.829767', 'longitude': '-87.698166', 'needs_recoding': False}"
BRIGHTON,426,PLAYGROUND,OUTDOOR,1157351.6956100001,1881001.0168999999,"{'latitude': '41.829229', 'longitude': '-87.698188', 'needs_recoding': False}"
BROADWAY ARMORY,462,FITNESS CENTER,INDOOR,1167369.3665199999,1939344.6380700001,"{'latitude': '41.989118', 'longitude': '-87.659753', 'needs_recoding': False}"
BROADWAY ARMORY,462,GYMNASIUM,INDOOR,1167341.3219600001,1939426.2789799999,"{'latitude': '41.989343', 'longitude': '-87.659854', 'needs_recoding': False}"
